CustomerID;Age;MonthlyIncome;TotalDebt;CreditLimit;PaymentHistory;NumberOfCreditCards;YearsWithCompany;AverageMonthlyBalance;CreditStatus
508;43;1733;13905;12829;Late;2;8;2312;Bad
509;33;3950;6827;25911;On Time;4;11;3259;Bad
510;68;5242;13225;16013;On Time;3;19;4080;Good
511;54;5154;14219;26502;On Time;1;15;4434;Good
512;39;5224;8243;7780;Late;1;14;5014;Bad
513;46;2883;10088;18753;Late;1;4;2298;Bad
514;31;6204;6757;5000;Late;4;10;2229;Bad
515;45;5359;18258;14998;On Time;4;8;2881;Bad
516;22;6099;9398;18156;On Time;4;5;2825;Good
517;64;2160;5389;19189;On Time;4;18;1568;Bad
518;66;5467;6420;11003;On Time;2;17;3840;Good
519;47;3218;10633;20195;On Time;1;5;2224;Bad
520;63;4404;13766;12331;On Time;1;3;2353;Good
521;69;5801;3320;14179;On Time;5;10;3430;Good
522;22;5136;19238;12833;On Time;3;4;1805;Bad
523;29;3722;11543;9318;On Time;2;19;2746;Bad
524;33;5009;12332;22848;On Time;3;5;3740;Good
525;43;2702;9514;15240;On Time;2;1;3049;Bad
526;43;6725;10096;20436;On Time;2;4;3746;Good
527;65;4692;9258;20223;On Time;2;1;3981;Good
528;38;6677;15088;10160;On Time;1;15;2915;Bad
529;56;4210;9960;21080;On Time;3;3;0;Good
530;53;4214;13835;17517;On Time;3;10;4228;Good
531;50;3853;7830;9795;On Time;4;5;2952;Bad
532;47;6314;10978;17244;On Time;3;11;3790;Good
533;54;3935;5980;9885;Late;4;17;4367;Bad
534;40;5966;16082;23032;On Time;5;9;1174;Bad
535;27;4426;5831;19068;On Time;4;13;2995;Good
536;22;2036;8375;14644;Late;2;14;4543;Bad
537;53;4144;8425;21324;On Time;1;9;2793;Good
538;51;3231;8230;7090;On Time;2;17;3975;Bad
539;69;5050;13612;11253;Late;5;7;1904;Bad
540;48;3214;8416;13737;On Time;1;16;3478;Bad
541;27;6388;16969;26178;On Time;5;13;1748;Bad
542;36;4863;5907;9647;Late;2;14;3901;Bad
543;49;4733;10846;6463;On Time;1;18;2547;Good
544;18;5983;6121;7778;On Time;5;11;4429;Good
545;22;6445;12104;19531;On Time;4;2;4466;Good
546;62;4969;9920;12029;On Time;3;6;2395;Good
547;21;3843;9224;14204;On Time;2;5;4679;Bad
548;33;2339;15942;18814;Late;4;3;2413;Bad
549;41;3970;6728;14209;On Time;5;7;3679;Bad
550;33;4074;12932;16020;On Time;5;3;2967;Good
551;19;5160;6155;17676;On Time;1;13;2577;Good
552;66;4482;10563;12846;On Time;4;2;3801;Good
553;45;6031;4022;14168;On Time;5;2;2488;Good
554;49;4080;6687;16209;On Time;1;18;2432;Good
555;44;4914;9589;19340;On Time;3;4;3005;Good
556;37;6775;19073;11038;On Time;3;17;3908;Bad
557;41;5512;10504;5000;On Time;1;11;3236;Good
558;29;4909;18273;18397;On Time;4;7;2641;Bad
559;67;4097;11101;19638;On Time;1;2;2486;Good
560;52;4050;8064;16000;On Time;1;15;2791;Good
561;50;3724;17696;16341;On Time;4;14;3545;Bad
562;50;4188;12185;12178;On Time;3;14;1926;Good
563;68;6133;6786;17500;On Time;5;6;2338;Good
564;60;4667;12352;19265;On Time;3;5;3789;Good
565;54;2975;8537;15282;Late;4;14;2172;Bad
566;29;7652;54;27456;On Time;2;4;2424;Good
567;20;5479;14679;7181;On Time;4;14;2969;Good
568;18;2889;15474;15814;On Time;3;5;2187;Bad
569;50;4337;19189;9128;On Time;3;12;2540;Bad
570;57;5166;12110;19399;On Time;4;13;3132;Good
571;27;7556;8756;7092;On Time;4;12;3717;Good
572;60;3337;14174;8330;On Time;4;17;2235;Bad
573;61;6464;14249;11834;On Time;3;18;2179;Good
574;46;7099;18191;16329;On Time;1;12;4139;Bad
575;30;4057;9776;12022;On Time;2;9;2351;Good
576;29;4583;9172;12072;On Time;1;19;2251;Good
577;48;3445;6422;14095;On Time;3;15;1003;Bad
578;63;4694;12687;13788;On Time;1;9;4107;Good
579;19;4945;2258;22437;On Time;4;13;4374;Good
580;68;5989;13880;18429;On Time;5;15;2980;Good
581;67;6635;12939;13377;On Time;4;12;3195;Good
582;52;3877;12925;25485;On Time;2;10;3000;Bad
583;40;2049;10691;17458;On Time;4;3;1904;Bad
584;34;4968;17664;10155;On Time;5;10;3620;Bad
585;43;5440;14359;16282;On Time;3;18;4366;Good
586;25;5374;6964;17677;Late;1;10;2997;Bad
587;46;4509;7054;11561;On Time;4;4;3713;Good
588;43;5187;5601;9737;On Time;1;3;2123;Good
589;27;7273;12756;15432;On Time;2;18;2034;Good
590;43;5572;4999;13198;On Time;1;17;3467;Good
591;51;4439;15416;22395;On Time;2;5;4525;Bad
592;68;4249;16614;18705;On Time;2;10;2394;Bad
593;58;4745;5604;11796;On Time;4;2;2818;Good
594;24;7455;9072;17129;On Time;5;1;3525;Good
595;21;4725;10083;21335;On Time;1;16;2554;Good
596;67;4970;14419;8030;On Time;2;10;3485;Good
597;62;4276;18046;9886;On Time;2;3;2048;Bad
598;28;6648;1572;14944;On Time;2;4;3435;Good
599;46;7939;8409;15178;On Time;3;1;2768;Good
600;53;5675;8669;14739;On Time;1;12;1402;Good
601;42;5124;2996;13446;Late;1;13;1968;Bad
602;38;5055;7574;13369;On Time;2;8;3327;Good
603;53;1423;12138;16921;On Time;1;19;4355;Bad
604;27;6117;8606;20669;On Time;1;5;1688;Good
605;54;5201;2276;12595;On Time;3;12;4018;Good
606;26;5642;24370;27191;Late;2;19;3416;Bad
607;41;3932;11330;24803;Late;1;4;3959;Bad
608;52;4423;10558;21646;On Time;5;15;2845;Good
609;66;4383;4510;18112;Late;2;13;3630;Bad
610;52;6532;11303;25039;On Time;1;13;4849;Good
611;65;4431;9178;13549;On Time;3;3;3190;Good
612;53;8123;557;10836;On Time;5;8;2021;Good
613;35;5646;4648;12370;On Time;4;6;4449;Good
614;66;3086;13974;9985;On Time;4;17;3530;Bad
615;56;4807;19720;15609;On Time;5;11;3244;Bad
616;49;4022;11835;16499;On Time;4;7;4789;Good
617;41;1708;15515;16004;Late;5;15;4407;Bad
618;40;7399;9221;14937;On Time;1;4;3479;Good
619;49;6054;9567;15665;On Time;4;8;2096;Good
620;54;5799;15454;23681;On Time;4;2;2632;Bad
621;29;5248;18313;18100;On Time;5;11;3190;Bad
622;66;2926;16505;19612;On Time;1;8;2972;Bad
623;30;4274;4668;15953;On Time;1;19;2526;Good
624;40;6262;9665;6922;On Time;2;5;2806;Good
625;42;3423;11387;5930;On Time;2;18;4051;Bad
626;52;1202;8701;25414;On Time;1;6;3206;Bad
627;58;4659;11939;12340;Late;5;19;2529;Bad
628;47;4787;14102;11916;On Time;3;5;3657;Good
629;34;5203;15014;16228;On Time;3;13;3560;Bad
630;66;6092;18429;17752;On Time;2;12;2963;Bad
631;37;5956;8352;18384;On Time;4;9;1890;Good
632;65;5388;3179;23872;On Time;3;5;2879;Good
633;42;6793;11791;22503;On Time;4;17;2989;Good
634;39;2721;19419;10945;On Time;4;18;3881;Bad
635;30;5756;7615;19843;Late;1;3;2284;Bad
636;36;5939;13434;13079;On Time;3;19;2723;Good
637;66;3140;13478;14312;On Time;3;15;4538;Bad
638;53;2745;10957;9530;On Time;4;17;2761;Bad
639;29;3881;10034;6534;On Time;4;9;2971;Bad
640;58;4007;5382;14842;On Time;1;4;4825;Good
641;36;6130;0;10220;On Time;5;9;2105;Good
642;29;4078;4440;19639;On Time;3;4;4316;Good
643;26;3715;8048;13594;On Time;3;3;2617;Bad
644;24;4082;15487;16542;Late;1;9;3217;Bad
645;45;6677;9484;21837;On Time;1;11;3292;Good
646;31;5019;7404;7573;Late;5;11;2767;Bad
647;48;4731;5545;11376;On Time;4;8;2058;Good
648;69;4834;13284;15904;On Time;3;2;2339;Good
649;36;6938;16791;16562;On Time;4;16;2796;Bad
650;64;3876;15317;20517;On Time;3;2;2218;Bad
651;33;6973;13030;19335;On Time;1;5;2994;Good
652;22;5315;2621;15484;On Time;1;9;2241;Good
653;52;4759;8241;16517;On Time;1;2;2101;Good
654;29;8751;19736;16655;On Time;5;9;1416;Bad
655;42;3416;15609;7651;On Time;3;11;4684;Bad
656;69;4469;2312;14218;On Time;1;8;2901;Good
657;38;3151;9722;16242;On Time;5;7;2326;Bad
658;53;6428;11815;17292;On Time;4;6;2020;Good
659;40;7533;6189;10378;Late;5;15;2454;Bad
660;33;7504;0;8656;On Time;5;15;1136;Good
661;56;6835;10494;13827;On Time;2;7;2399;Good
662;62;4703;6061;24836;Late;4;8;3708;Bad
663;59;4452;6080;10903;On Time;2;17;2353;Good
664;56;2493;8226;20869;Late;3;19;3617;Bad
665;31;8053;9331;22923;On Time;5;2;3916;Good
666;48;5703;9954;15227;On Time;5;9;3643;Good
667;22;4262;5580;11600;On Time;5;2;3034;Good
668;52;6992;8898;17564;On Time;5;13;4175;Good
669;40;3540;1212;15974;On Time;2;12;4124;Bad
670;46;5609;11555;10704;On Time;3;4;2293;Good
671;60;4741;0;11705;On Time;2;19;2133;Good
672;28;5958;8552;17267;On Time;5;8;2559;Good
673;35;4904;14595;19667;On Time;3;13;2689;Good
674;64;2823;4703;13386;On Time;4;14;4171;Bad
675;29;5113;13582;14654;On Time;2;7;3798;Good
676;26;6573;15778;18343;On Time;1;1;3135;Bad
677;27;4956;0;14137;On Time;4;11;3171;Good
678;61;6162;9243;13503;On Time;4;17;1909;Good
679;34;3431;0;11223;On Time;5;17;4099;Bad
680;55;4960;9408;11136;On Time;5;15;3178;Good
681;24;4063;9964;28344;On Time;4;10;1951;Good
682;63;6120;0;14018;On Time;2;16;1315;Good
683;30;5047;19624;21825;On Time;3;5;1728;Bad
684;57;6035;11430;23419;On Time;2;2;3073;Good
685;59;6631;5754;14082;On Time;2;7;454;Good
686;26;6037;17326;16842;On Time;4;3;1831;Bad
687;67;5409;1021;15512;Late;2;15;3480;Bad
688;44;3502;3854;6939;On Time;3;11;2563;Bad
689;19;4995;0;7240;On Time;4;1;1224;Good
690;22;4200;19005;15244;On Time;2;16;2368;Bad
691;46;4483;11661;12875;On Time;5;11;2902;Good
692;54;4438;13297;24457;On Time;2;19;3939;Good
693;55;3530;11505;13817;On Time;4;7;3454;Bad
694;36;2063;12868;24754;Late;4;18;3418;Bad
695;25;3997;10390;12618;On Time;5;10;3719;Bad
696;65;5290;11354;24561;On Time;4;8;1325;Good
697;62;2977;10538;17532;On Time;1;2;4244;Bad
698;18;5023;6957;17816;On Time;4;7;4247;Good
699;39;7850;9766;12441;On Time;2;8;2387;Good
700;69;6534;11367;17884;On Time;3;19;4;Good
701;34;7465;10552;23463;On Time;2;6;4329;Good
702;24;5586;2611;14275;On Time;4;1;248;Good
703;42;6751;3275;13303;On Time;1;11;3378;Good
704;62;3914;15414;13766;On Time;2;4;2549;Bad
705;21;4033;8465;23100;On Time;3;12;2398;Good
706;53;891;12923;19276;On Time;2;9;2567;Bad
707;23;6779;4539;22238;On Time;5;8;3132;Good
708;48;7310;2634;16568;Late;1;6;855;Bad
709;36;4170;5782;15196;On Time;4;18;2809;Good
710;61;4619;8887;17119;On Time;2;19;1572;Good
711;56;3869;6674;20350;On Time;2;18;2496;Bad
712;44;5573;16469;13764;On Time;2;1;3161;Bad
713;27;6687;10897;21843;On Time;2;9;3876;Good
714;43;2385;19244;16829;On Time;3;13;2264;Bad
715;36;5614;12022;5000;On Time;5;12;4790;Good
716;56;4584;0;19417;Late;5;18;2106;Bad
717;20;5170;15280;8638;On Time;1;7;2132;Bad
718;62;5688;2452;19295;On Time;1;11;4028;Good
719;30;4717;11152;19507;On Time;3;18;2752;Good
720;67;4844;6126;16649;On Time;5;10;3180;Good
721;45;4679;20713;17718;On Time;1;8;2510;Bad
722;37;6455;17197;20494;On Time;4;14;2626;Bad
723;45;5628;6290;12521;On Time;5;14;3349;Good
724;25;5330;9363;18967;On Time;2;13;4271;Good
725;58;3093;11222;20815;On Time;5;7;3140;Bad
726;56;4432;14317;23800;On Time;4;15;3428;Good
727;18;6348;10145;9471;On Time;2;6;3981;Good
728;20;5056;4875;17042;On Time;5;12;2534;Good
729;30;5989;6412;10192;Late;2;11;2020;Bad
730;45;7649;9977;9980;Late;2;18;1975;Bad
731;66;6557;16172;16795;On Time;3;4;2113;Bad
732;42;5139;12139;15387;On Time;4;4;1956;Good
733;50;4233;6132;20725;On Time;3;13;4099;Good
734;55;1169;13241;13269;On Time;5;7;1115;Bad
735;23;4747;8065;14329;On Time;2;19;3590;Good
736;61;4510;14452;16057;On Time;5;4;1774;Good
737;62;5585;22635;10690;On Time;5;1;4791;Bad
738;49;4769;8205;11384;On Time;3;8;3402;Good
739;62;4519;14008;20580;On Time;5;12;2123;Good
740;64;2330;6273;12255;On Time;4;12;2458;Bad
741;38;3590;9438;20912;On Time;2;11;2916;Bad
742;33;5714;10147;18036;On Time;1;17;3635;Good
743;38;7573;9031;7262;On Time;4;17;3335;Good
744;28;4853;22315;17651;On Time;1;12;2986;Bad
745;54;5491;8467;17612;On Time;1;12;2293;Good
746;53;6428;12934;17114;On Time;3;17;2710;Good
747;52;3783;349;14290;On Time;1;9;4341;Bad
748;36;5550;12159;10299;Late;2;13;5128;Bad
749;37;3889;15710;21731;Late;3;17;4102;Bad
750;35;6297;7362;14492;On Time;4;1;2043;Good
751;64;5227;0;10582;On Time;4;3;4432;Good
752;58;5447;9806;17287;On Time;4;8;2669;Good
753;66;3826;10085;11286;On Time;5;8;3003;Bad
754;31;6060;13620;10254;On Time;3;8;1737;Good
755;32;8127;20054;13122;On Time;3;6;3113;Bad
756;48;3488;8099;11673;On Time;3;15;2214;Bad
757;18;4490;5718;10438;On Time;2;5;4375;Good
758;20;5347;4165;19032;Late;3;6;5544;Bad
759;33;6179;10990;14430;On Time;2;6;2998;Good
760;40;4160;12396;21261;On Time;4;10;3477;Good
761;28;750;7271;10727;On Time;5;19;2692;Bad
762;29;7038;13893;6362;On Time;1;2;3119;Good
763;27;6140;12326;15743;On Time;5;7;2408;Good
764;49;2385;10216;24279;Late;5;19;3311;Bad
765;33;4088;5487;17654;On Time;5;13;3401;Good
766;25;7352;7590;31076;On Time;1;4;3298;Good
767;55;7171;0;16660;Late;2;11;3746;Bad
768;29;6407;11178;16177;On Time;4;18;2635;Good
769;41;4735;10131;5000;On Time;1;11;5689;Good
770;45;5124;10942;17139;On Time;4;13;2347;Good
771;25;4803;12521;15843;On Time;2;10;2337;Good
772;45;6692;11929;12962;On Time;4;17;484;Good
773;53;3686;9448;14316;On Time;2;4;3758;Bad
774;43;3791;10243;14659;On Time;1;3;139;Bad
775;25;6515;2978;14100;On Time;1;7;2658;Good
776;67;4933;7081;25448;Late;4;16;2247;Bad
777;45;7067;10252;13145;On Time;4;6;1561;Good
778;45;3992;6320;15846;On Time;5;18;3064;Bad
779;54;4917;14300;12980;On Time;5;1;4767;Good
780;58;3616;6706;18917;On Time;4;19;3729;Bad
781;53;5011;11081;15883;On Time;5;10;2237;Good
782;44;2782;10582;13600;On Time;4;3;4990;Bad
783;34;4268;13731;5370;On Time;3;11;2267;Good
784;26;2845;14503;16216;On Time;5;7;4093;Bad
785;50;6040;13470;13452;On Time;4;6;1262;Good
786;37;6074;0;14696;On Time;3;14;2767;Good
787;30;2404;15970;9087;On Time;5;8;1811;Bad
788;45;7000;17636;22166;On Time;1;11;5077;Bad
789;65;8746;7589;19283;On Time;4;2;2307;Good
790;46;5069;11183;22153;Late;1;7;1979;Bad
791;30;4038;5545;20734;On Time;5;17;3465;Good
792;63;9236;258;17961;Late;3;5;2750;Bad
793;52;3021;6306;9288;On Time;4;6;5146;Bad
794;23;5030;7299;24216;On Time;3;17;3308;Good
795;35;5269;8225;10361;On Time;1;15;3065;Good
796;68;7017;5205;13657;Late;4;3;3720;Bad
797;22;5539;6332;18534;On Time;1;18;2778;Good
798;64;4252;9944;18782;On Time;1;15;3237;Good
799;42;3573;6148;17861;On Time;3;4;2162;Bad
800;19;4487;12717;12998;On Time;5;10;2378;Good
801;27;3489;13408;11965;On Time;1;11;2086;Bad
802;47;5071;21901;27672;On Time;1;1;3390;Bad
803;67;4153;15628;14803;On Time;2;10;2334;Bad
804;62;2758;11215;14191;On Time;3;15;3779;Bad
805;22;6882;6898;11432;On Time;1;8;2134;Good
806;50;4253;11468;16223;On Time;2;9;2033;Good
807;18;3097;11632;15990;On Time;3;1;3238;Bad
808;35;4747;7433;14918;On Time;4;12;3138;Good
809;49;5102;13918;16908;On Time;5;16;3856;Good
810;64;2380;3009;23817;On Time;3;7;1817;Bad
811;66;5497;8778;12024;On Time;1;12;1461;Good
812;28;3429;12779;15215;On Time;2;12;4216;Bad
813;38;7566;8562;11760;On Time;2;11;1645;Good
814;43;5785;8966;16473;On Time;4;16;3829;Good
815;42;4400;9311;12157;On Time;2;8;648;Good
816;39;3882;5821;12372;On Time;1;19;3567;Bad
817;44;4842;15869;7702;On Time;3;8;2988;Bad
818;66;5919;4909;15488;On Time;4;5;3404;Good
819;30;4961;11590;17148;On Time;5;17;3767;Good
820;50;4674;12068;24302;On Time;5;16;3947;Good
821;51;5087;5256;17347;Late;1;4;3465;Bad
822;58;4094;10365;12751;On Time;4;18;3834;Good
823;52;4485;5451;8201;On Time;4;12;4123;Good
824;18;1871;16955;8893;Late;1;4;4274;Bad
825;38;6460;4306;8521;On Time;4;18;3518;Good
826;65;5448;6730;24390;On Time;2;7;2052;Good
827;23;3839;3878;16439;On Time;2;2;2748;Bad
828;45;7848;3211;12085;On Time;1;2;2900;Good
829;34;5130;17956;10200;On Time;1;13;2320;Bad
830;22;3445;12713;10719;Late;2;4;1853;Bad
831;48;6285;10701;11953;On Time;3;5;3925;Good
832;22;5597;6717;21581;On Time;1;12;3300;Good
833;55;5591;14538;14850;On Time;2;11;2331;Good
834;20;4361;5878;7762;On Time;3;3;3037;Good
835;40;5675;13968;26552;On Time;3;11;3300;Good
836;54;4607;5637;9299;Late;2;9;1846;Bad
837;54;5833;6777;12045;On Time;2;8;2201;Good
838;27;2142;13791;21550;On Time;4;8;2685;Bad
839;27;4349;14319;17075;On Time;3;10;2845;Good
840;36;7583;12987;12650;On Time;5;6;1404;Good
841;34;3849;4751;8843;On Time;4;18;3745;Bad
842;38;4094;7766;10166;On Time;4;6;3031;Good
843;31;4328;10784;10467;On Time;3;12;2751;Good
844;26;3177;5753;15035;On Time;3;16;2285;Bad
845;63;1687;16854;15955;On Time;3;16;1986;Bad
846;18;4654;0;14256;On Time;1;4;3015;Good
847;68;5203;6106;14803;On Time;2;18;3157;Good
848;62;4921;7452;9746;On Time;2;13;4969;Good
849;30;4782;0;16465;On Time;2;3;5059;Good
850;21;5064;3018;21402;Late;3;12;2465;Bad
851;18;6534;13126;14186;On Time;4;19;2041;Good
852;66;4714;10151;14088;On Time;3;5;1733;Good
853;57;4138;17865;15415;On Time;3;19;3087;Bad
854;49;4578;17726;20591;Late;4;19;1752;Bad
855;51;5869;12165;10526;On Time;5;12;1620;Good
856;45;7118;11566;22254;On Time;1;5;2265;Good
857;48;4057;10329;17106;On Time;5;2;2390;Good
858;25;5148;0;15143;Late;3;16;2259;Bad
859;56;5507;3027;21066;On Time;2;4;1382;Good
860;43;3511;10503;9089;On Time;2;15;2909;Bad
861;51;5030;13080;17610;On Time;4;10;2891;Good
862;20;2801;11448;17151;On Time;3;6;4337;Bad
863;67;2346;5537;10322;On Time;4;7;1757;Bad
864;29;5550;14687;17303;On Time;4;2;3526;Good
865;18;4424;17412;16416;On Time;1;4;4784;Bad
866;61;5303;14689;14106;On Time;4;15;1543;Good
867;22;4973;14947;19314;On Time;3;13;1909;Good
868;47;3535;7203;12141;On Time;1;9;1742;Bad
869;47;4932;15379;16351;On Time;2;5;3447;Bad
870;34;3150;10728;14341;On Time;1;17;3407;Bad
871;65;7086;12557;11926;On Time;3;6;3953;Good
872;64;2966;11827;17514;On Time;5;14;3079;Bad
873;40;4706;9392;13961;On Time;1;5;4800;Good
874;32;3436;5699;7634;On Time;5;2;3541;Bad
875;54;5855;9589;5994;On Time;1;14;4258;Good
876;38;4502;14933;18945;On Time;1;19;3155;Good
877;31;4221;7792;8896;On Time;4;19;2614;Good
878;19;6279;14466;16396;On Time;5;13;2823;Good
879;28;5044;13685;15274;Late;5;12;4372;Bad
880;68;5774;8505;13157;Late;1;1;3794;Bad
881;56;3528;16944;24783;Late;3;3;3733;Bad
882;55;2892;8222;15898;On Time;3;10;3992;Bad
883;51;5160;17547;18778;Late;5;8;3264;Bad
884;55;4521;12170;16424;On Time;4;13;5815;Good
885;67;5939;9920;13842;Late;4;19;2775;Bad
886;51;4880;5560;14904;On Time;3;3;3108;Good
887;35;5307;9558;22292;On Time;4;3;2551;Good
888;47;2564;8981;20440;On Time;1;18;3498;Bad
889;32;7832;3708;24759;On Time;1;3;1241;Good
890;44;4753;8911;16108;Late;5;12;40;Bad
891;68;6046;5980;10615;On Time;2;2;2353;Good
892;51;3745;12929;12797;On Time;3;8;3583;Bad
893;69;5462;16531;9061;On Time;3;14;4026;Bad
894;55;3045;3865;18835;On Time;2;19;1739;Bad
895;50;5678;18561;12070;On Time;4;11;1333;Bad
896;41;4466;9357;5000;On Time;1;16;2277;Good
897;32;5043;5124;27318;On Time;1;14;2259;Good
898;47;6046;13788;12146;Late;3;8;3217;Bad
899;59;3151;7767;12117;On Time;3;14;3125;Bad
900;68;3973;9591;23358;On Time;4;12;4466;Bad
901;34;5685;7978;8958;On Time;4;17;2586;Good
902;22;8147;5916;20683;On Time;3;12;1670;Good
903;46;4792;13619;12062;On Time;4;12;3305;Good
904;21;5886;8568;8381;On Time;2;12;2034;Good
905;27;4839;2816;23528;On Time;1;7;2049;Good
906;34;7913;12755;19615;On Time;3;10;4698;Good
907;27;2379;3972;19600;On Time;2;16;3930;Bad
908;34;5141;4233;16838;On Time;2;3;2573;Good
909;37;2561;15963;17995;Late;5;3;4822;Bad
910;41;1240;4018;8839;On Time;3;1;3829;Bad
911;22;5446;0;15558;On Time;5;5;3388;Good
912;51;5209;13114;10356;On Time;2;8;2322;Good
913;23;4572;8480;8055;On Time;3;17;941;Good
914;19;4840;8911;17054;On Time;5;16;2144;Good
915;30;9647;8427;20790;On Time;1;16;2508;Good
916;60;4612;11158;13083;On Time;3;18;1803;Good
917;60;5765;6236;13939;On Time;5;18;3123;Good
918;65;4025;17380;9309;On Time;4;14;961;Bad
919;28;5442;2618;15036;On Time;3;12;4330;Good
920;68;4642;12224;18800;On Time;4;10;2542;Good
921;64;4384;13210;18957;On Time;3;2;3739;Good
922;40;7728;6201;17725;On Time;5;3;3727;Good
923;33;6765;4881;11907;On Time;5;1;1765;Good
924;48;5205;15085;11749;On Time;3;9;1259;Bad
925;28;1543;5045;18977;On Time;2;4;2359;Bad
926;33;4458;6966;19059;On Time;5;16;3375;Good
927;25;9054;14436;14140;On Time;3;4;3136;Good
928;21;4654;10173;12869;On Time;3;17;4165;Good
929;57;6654;1014;20836;Late;1;15;3392;Bad
930;21;7162;18735;13200;On Time;4;4;3465;Bad
931;42;5328;7349;18729;On Time;1;4;2191;Good
932;20;3737;7986;14315;On Time;4;12;2745;Bad
933;49;1347;11278;9762;On Time;4;3;2771;Bad
934;20;6026;13125;23061;On Time;1;5;3617;Good
935;44;3777;19805;15600;On Time;2;19;3753;Bad
936;46;5264;1699;11446;On Time;3;6;2767;Good
937;49;3125;14129;8045;On Time;5;9;2800;Bad
938;67;4602;13715;8549;On Time;3;3;3351;Good
939;68;5050;9314;13135;Late;1;2;4932;Bad
940;36;5402;13936;24625;On Time;2;10;1260;Good
941;38;3327;14671;12076;On Time;5;5;2076;Bad
942;22;6795;3090;22237;On Time;5;7;2116;Good
943;35;4104;18748;14346;On Time;2;15;1684;Bad
944;45;2488;2206;9094;Late;5;2;2204;Bad
945;59;4836;4323;12633;On Time;5;10;3376;Good
946;39;5051;8691;8595;On Time;2;11;3945;Good
947;38;5240;19624;10720;On Time;1;8;3230;Bad
948;23;7043;8458;10571;Late;1;12;3210;Bad
949;18;4645;9840;5480;On Time;5;4;2081;Good
950;22;4820;17160;22563;On Time;1;13;336;Bad
951;58;3345;8498;16055;On Time;1;18;3374;Bad
952;29;6230;4107;11568;On Time;5;18;4333;Good
953;43;5276;7913;16108;On Time;5;3;3958;Good
954;63;4369;16853;10822;On Time;1;3;2905;Bad
955;51;2142;10354;5000;On Time;4;7;3077;Bad
956;66;7166;19653;29783;On Time;2;17;4403;Bad
957;31;3158;13689;15947;On Time;1;6;2303;Bad
958;43;4113;6775;12054;On Time;1;16;2547;Good
959;62;5537;10255;5330;On Time;4;5;1199;Good
960;44;3205;5733;7529;On Time;3;17;3465;Bad
961;26;2759;6657;23272;Late;3;11;2500;Bad
962;43;1814;32395;22509;On Time;2;12;2701;Bad
963;64;6081;15093;18766;On Time;5;12;3682;Bad
964;39;4182;14305;9424;On Time;1;4;2248;Good
965;64;9390;6884;22549;On Time;4;9;3497;Good
966;47;3508;17847;17248;On Time;5;14;3549;Bad
967;60;3617;15497;18274;On Time;5;12;2639;Bad
968;65;4151;19408;17230;On Time;3;10;3839;Bad
969;34;5364;19165;7465;Late;1;8;2896;Bad
970;43;4294;2604;9009;On Time;2;3;3715;Good
971;53;5918;4450;12448;On Time;4;13;2383;Good
972;18;3532;4981;18218;On Time;1;16;3585;Bad
973;25;2927;5280;8097;On Time;5;13;2645;Bad
974;66;2302;11617;14123;On Time;5;13;3335;Bad
975;52;1664;7165;14116;On Time;2;19;3353;Bad
976;69;4222;20362;18963;On Time;3;18;2601;Bad
977;32;4548;19523;18373;On Time;2;8;2571;Bad
978;64;4052;9967;9948;On Time;2;1;2787;Good
979;39;6865;19776;22233;Late;1;17;3071;Bad
980;31;6842;17440;9183;On Time;3;9;3573;Bad
981;43;4497;7746;20461;On Time;5;10;3237;Good
982;45;2309;0;12249;On Time;3;9;1;Bad
983;40;4149;8910;15819;On Time;1;12;3855;Good
984;31;4100;6776;16129;On Time;1;10;3403;Good
985;41;4014;11032;15988;On Time;2;8;4177;Good
986;19;3953;10446;18372;On Time;1;4;3848;Bad
987;62;4019;10315;16957;On Time;3;14;2577;Good
988;43;4420;12618;18918;On Time;2;7;1833;Good
989;31;4046;3937;17323;On Time;2;10;4806;Good
990;68;5312;12056;8677;On Time;2;10;4283;Good
991;24;5540;7801;16348;On Time;3;15;3746;Good
992;20;3634;10999;12180;On Time;2;15;2203;Bad
993;64;6906;14787;9453;On Time;4;2;1697;Good
994;40;3529;3878;13550;On Time;4;16;2565;Bad
995;63;2573;8593;15916;On Time;3;10;3859;Bad
996;60;5571;9407;16248;On Time;5;15;593;Good
997;64;3773;7428;20280;On Time;5;19;2273;Bad
998;62;5481;14499;21536;On Time;2;10;5677;Good
999;35;1394;6398;16681;On Time;3;15;2643;Bad
1000;55;7088;7222;17585;On Time;2;2;3037;Good
1001;52;6008;6450;15476;On Time;2;14;2974;Good
